time1,time,times,year_intervals,site,sites,groups,alphaD,betaD,gammaD,alphaD2,betaD2,gammaD2,spe_sta,spe_asy,alpha_sta,spa_asy,gamma_sta
1,2010-2013,Ante-heat,4-year,CARP,5,MOBILE INVERT,2.257849199,0.68658978,2.944438979,0.628977263,0.074256043,0.703233306,0.505607954,0.442016072,0.947624025,1.173641009,2.121265034
1,2010-2013,Ante-heat,4-year,GOLB,6,MOBILE INVERT,0.611801541,1.665465744,2.277267285,0.855372532,0.18012155,1.035494081,-0.099471915,0.49363006,0.394158145,0.666482638,1.060640783
1,2010-2013,Ante-heat,4-year,IVEE,7,MOBILE INVERT,1.716047647,0.992002554,2.708050201,0.827603024,0.415379214,1.242982238,-0.031801603,0.357918175,0.326116572,0.646570488,0.97268706
1,2010-2013,Ante-heat,4-year,MOHK,8,MOBILE INVERT,0.810930216,1.631416819,2.442347035,0.613238092,0.211721978,0.82496007,1.253599772,0.52952815,1.783127922,0.591619865,2.374747787
1,2010-2013,Ante-heat,4-year,NAPL,9,MOBILE INVERT,2.383588877,0.599564614,2.983153491,0.991733314,0.111083577,1.102816891,0.325305731,0.6351607,0.960466431,0.999515444,1.959981876
1,2010-2013,Ante-heat,4-year,SCDI,10,MOBILE INVERT,0.677398824,1.599868461,2.277267285,0.700668181,-0.017200743,0.683467438,0.277798586,0.191760429,0.469559015,0.049821624,0.51938064
1,2010-2013,Ante-heat,4-year,SCTW,11,MOBILE INVERT,0.796943974,1.623424154,2.420368129,1.023727976,0.048182016,1.071909992,0.342546354,0.253817298,0.596363653,0.384952137,0.98131579
2,2014-2017,Post-heat,4-year,ABUR,1,MOBILE INVERT,-0.575364145,1.961658506,1.386294361,0.260441535,0.529011743,0.789453278,-0.285081228,0.452843621,0.167762393,1.307128091,1.474890484
2,2014-2017,Post-heat,4-year,AHND,2,MOBILE INVERT,-0.207639365,2.040220829,1.832581464,0.483573847,0.495359123,0.97893297,-0.4391268,0.634850856,0.195724055,0.071710574,0.267434629
2,2014-2017,Post-heat,4-year,AQUE,3,MOBILE INVERT,1.760010771,1.028082138,2.788092909,0.836218095,0.264573773,1.100791868,-0.09102265,0.440632653,0.349610003,0.096415087,0.44602509
2,2014-2017,Post-heat,4-year,BULL,4,MOBILE INVERT,0.693147181,1.584120104,2.277267285,0.588607865,0.152630131,0.741237996,-0.171654042,0.314761397,0.143107355,0.04106763,0.184174986
2,2014-2017,Post-heat,4-year,CARP,5,MOBILE INVERT,2.20414502,0.672240496,2.876385516,0.665627686,0.206495509,0.872123195,0.134631779,0.588237383,0.722869162,0.395733289,1.118602451
2,2014-2017,Post-heat,4-year,GOLB,6,MOBILE INVERT,-0.031748698,1.780948553,1.749199855,0.257783309,0.31281728,0.570600589,-0.314483878,0.390216947,0.075733068,0.047558528,0.123291596
2,2014-2017,Post-heat,4-year,IVEE,7,MOBILE INVERT,1.46873803,0.973609005,2.442347035,0.57966604,0.495897221,1.075563261,-0.127922382,0.323048224,0.195125841,0.829970389,1.02509623
2,2014-2017,Post-heat,4-year,MOHK,8,MOBILE INVERT,0.611801541,1.639490258,2.251291799,0.695439751,0.126374406,0.821814157,-0.134028848,0.241996408,0.10796756,0.006687636,0.114655196
2,2014-2017,Post-heat,4-year,NAPL,9,MOBILE INVERT,2.121512756,0.726299388,2.847812143,0.854099478,-0.050185854,0.803913624,-0.062584525,0.358758319,0.296173794,0.186816172,0.482989966
2,2014-2017,Post-heat,4-year,SCDI,10,MOBILE INVERT,0.645137961,1.632129324,2.277267285,0.854085375,-0.008630727,0.845454648,0.044723962,0.384814636,0.429538598,0.189761252,0.619299851
2,2014-2017,Post-heat,4-year,SCTW,11,MOBILE INVERT,0.768370602,1.716536048,2.48490665,0.766932038,0.045962188,0.812894225,-0.216977239,0.481672621,0.264695382,0.092018355,0.356713737
1,2010-2013,Ante-heat,4-year,ABUR,1,UNDERSTORY ALGAE,1.15923691,1.758533822,2.917770732,0.84751348,0.271005871,1.118519351,0.161277614,0.628353646,0.78963126,0.033804986,0.823436246
1,2010-2013,Ante-heat,4-year,AHND,2,UNDERSTORY ALGAE,0.661398482,1.959640342,2.621038824,0.794822134,0.828796759,1.623618893,-0.011460609,0.428211801,0.416751192,0.038477402,0.455228594
1,2010-2013,Ante-heat,4-year,AQUE,3,UNDERSTORY ALGAE,1.86698289,1.177539547,3.044522438,0.7761474,0.252698885,1.028846285,-0.115037898,0.602400181,0.487362283,0.229001822,0.716364105
1,2010-2013,Ante-heat,4-year,BULL,4,UNDERSTORY ALGAE,1.524696684,1.365675074,2.890371758,1.013500288,0.173966595,1.187466882,0.494970771,0.444356002,0.939326773,1.278465711,2.217792485
1,2010-2013,Ante-heat,4-year,CARP,5,UNDERSTORY ALGAE,1.765372714,1.423043903,3.188416617,0.850966696,1.198184446,2.049151143,0.178196718,0.389570248,0.567766966,1.294953856,1.862720822
1,2010-2013,Ante-heat,4-year,GOLB,6,UNDERSTORY ALGAE,1.045123604,1.69571642,2.740840024,1.470649001,0.151508161,1.622157162,-0.009864989,0.676891138,0.667026149,0.156553196,0.823579346
1,2010-2013,Ante-heat,4-year,IVEE,7,UNDERSTORY ALGAE,1.640209571,1.277561161,2.917770732,0.905134374,0.381583288,1.286717662,-0.19989885,0.407551134,0.207652284,0.340990702,0.548642987
1,2010-2013,Ante-heat,4-year,MOHK,8,UNDERSTORY ALGAE,0.594707108,1.732570598,2.327277706,0.996182011,0.368711391,1.364893402,-0.199137249,0.22790024,0.028762991,0.018910112,0.047673103
1,2010-2013,Ante-heat,4-year,NAPL,9,UNDERSTORY ALGAE,2.417586486,0.71790773,3.135494216,1.191731565,0.24199081,1.433722376,0.152585672,0.742577819,0.89516349,1.240563577,2.135727068
1,2010-2013,Ante-heat,4-year,SCDI,10,UNDERSTORY ALGAE,0.708651367,1.593933726,2.302585093,0.517830791,-0.019909708,0.497921083,1.001290157,0.323012341,1.324302497,0.193607335,1.517909833
1,2010-2013,Ante-heat,4-year,SCTW,11,UNDERSTORY ALGAE,0.890972924,1.817077277,2.708050201,1.105373026,0.131899221,1.237272247,0.503556592,0.788488611,1.292045203,0.068034437,1.36007964
2,2014-2017,Post-heat,4-year,ABUR,1,UNDERSTORY ALGAE,1.207092932,1.872520826,3.079613758,1.191442933,0.113961511,1.305404444,0.120092429,0.559541289,0.679633718,0.384719101,1.064352819
2,2014-2017,Post-heat,4-year,AHND,2,UNDERSTORY ALGAE,-0.064538521,1.974081026,1.909542505,0.483746385,0.275272955,0.75901934,-0.367093526,0.322200455,-0.04489307,0.009068989,-0.035824081
2,2014-2017,Post-heat,4-year,AQUE,3,UNDERSTORY ALGAE,1.827568922,1.204977325,3.032546247,0.810904683,0.380453979,1.191358663,-0.295082942,0.459481666,0.164398723,0.753222558,0.917621281
2,2014-2017,Post-heat,4-year,BULL,4,UNDERSTORY ALGAE,1.628014298,1.355139193,2.983153491,1.41204527,0.290109139,1.702154408,-0.087606454,0.605929414,0.51832296,0.020609587,0.538932547
2,2014-2017,Post-heat,4-year,CARP,5,UNDERSTORY ALGAE,1.881371628,1.186681307,3.068052935,0.919391696,1.131978656,2.051370352,0.238712966,0.414742144,0.653455109,0.336008448,0.989463557
2,2014-2017,Post-heat,4-year,GOLB,6,UNDERSTORY ALGAE,1.178654996,1.624705385,2.803360381,1.191964877,0.011693061,1.203657938,0.187757506,0.906496702,1.094254208,0.294829504,1.389083711
2,2014-2017,Post-heat,4-year,IVEE,7,UNDERSTORY ALGAE,2.190255908,1.028619917,3.218875825,1.105011013,0.522732252,1.627743264,-0.150786584,0.596531837,0.445745253,0.230300306,0.676045559
2,2014-2017,Post-heat,4-year,MOHK,8,UNDERSTORY ALGAE,0.965080896,1.726162187,2.691243083,1.442412752,0.094128643,1.536541396,-0.082121648,0.29865806,0.216536411,0.009188847,0.225725258
2,2014-2017,Post-heat,4-year,NAPL,9,UNDERSTORY ALGAE,2.34540509,0.756936918,3.102342009,1.276994112,0.443226966,1.720221078,0.127180371,0.690604299,0.81778467,0.133524475,0.951309145
2,2014-2017,Post-heat,4-year,SCDI,10,UNDERSTORY ALGAE,0.645137961,1.606153837,2.251291799,0.713171293,0.00507401,0.718245303,0.254739083,0.104737836,0.359476919,0.001279923,0.360756842
2,2014-2017,Post-heat,4-year,SCTW,11,UNDERSTORY ALGAE,0.90371195,1.717326874,2.621038824,1.597072111,0.266602051,1.863674161,-0.143258717,0.822970106,0.679711389,0.149637667,0.829349056
1,2009-2013,Ante-heat,5-year,ABUR,1,SESSILE INVERT,0.072320662,1.844601951,1.916922612,0.573257593,0.614692204,1.187949797,-0.128080931,0.350085415,0.222004484,0.25711975,0.479124233
1,2009-2013,Ante-heat,5-year,AHND,2,SESSILE INVERT,0.072320662,1.955827586,2.028148247,0.34779282,0.594950864,0.942743684,-0.270695418,0.279139472,0.008444054,0.01492465,0.023368704
1,2009-2013,Ante-heat,5-year,AQUE,3,SESSILE INVERT,2.143003023,1.258194358,3.401197382,0.376850411,-0.174583819,0.202266591,0.603870253,0.116070429,0.719940682,0.305796214,1.025736895
1,2009-2013,Ante-heat,5-year,BULL,4,SESSILE INVERT,1.115141591,1.418555223,2.533696814,0.173622842,-0.007236062,0.16638678,0.500311401,0.021060082,0.521371483,0.069682208,0.591053691
1,2009-2013,Ante-heat,5-year,CARP,5,SESSILE INVERT,2.194442934,1.016400719,3.210843653,0.329021914,0.260992969,0.590014884,0.74970266,0.12542787,0.87513053,0.452314387,1.327444918
1,2009-2013,Ante-heat,5-year,GOLB,6,SESSILE INVERT,0.765467842,1.719438808,2.48490665,0.333011547,0.080752739,0.413764286,-0.127250619,0.035914309,-0.09133631,0.077328263,-0.014008047
1,2009-2013,Ante-heat,5-year,IVEE,7,SESSILE INVERT,1.526056303,1.168570877,2.694627181,0.17976524,0.012374516,0.192139756,0.067864402,0.073020918,0.140885319,0.627603115,0.768488434
1,2009-2013,Ante-heat,5-year,MOHK,8,SESSILE INVERT,1.429114358,1.732132354,3.161246712,0.841980391,-0.07244313,0.76953726,0.028485844,0.266501827,0.294987671,0.188621286,0.483608957
1,2009-2013,Ante-heat,5-year,NAPL,9,SESSILE INVERT,2.711377991,0.803148076,3.514526067,0.735444051,-0.059497433,0.675946619,0.49771195,0.375498768,0.873210718,0.870897259,1.744107977
1,2009-2013,Ante-heat,5-year,SCDI,10,SESSILE INVERT,1.435084525,1.637608789,3.072693315,1.397779606,0.245585759,1.643365365,0.164497139,1.339983704,1.504480843,0.041175111,1.545655955
1,2009-2013,Ante-heat,5-year,SCTW,11,SESSILE INVERT,1.373715579,1.689675343,3.063390922,0.904289213,0.073236363,0.977525576,-0.150620163,0.283401053,0.13278089,0.154850925,0.287631815
2,2014-2018,Post-heat,5-year,ABUR,1,SESSILE INVERT,0,1.85629799,1.85629799,0.465468356,0.438039293,0.903507649,-0.596328899,0.09929429,-0.497034609,0.056824202,-0.440210406
2,2014-2018,Post-heat,5-year,AHND,2,SESSILE INVERT,-0.744440475,1.774059892,1.029619417,0.120108564,0.166879528,0.286988092,-0.082570961,0.09518649,0.01261553,0.122943794,0.135559324
2,2014-2018,Post-heat,5-year,AQUE,3,SESSILE INVERT,2.088772869,1.145976305,3.234749174,0.431558952,-0.144246855,0.287312097,0.015704467,0.082912311,0.098616778,0.484926299,0.583543077
2,2014-2018,Post-heat,5-year,BULL,4,SESSILE INVERT,0.765467842,1.516914544,2.282382386,0.255203803,0.053019163,0.308222966,0.725437802,0.111825306,0.837263108,0.098421577,0.935684685
2,2014-2018,Post-heat,5-year,CARP,5,SESSILE INVERT,2.211017899,1.092199074,3.303216973,0.317713203,0.196347609,0.514060812,0.543702258,0.163561136,0.707263394,0.198608803,0.905872197
2,2014-2018,Post-heat,5-year,GOLB,6,SESSILE INVERT,0.485507816,1.755201873,2.240709689,0.326498035,0.164290397,0.490788433,-0.252203581,0.005721978,-0.246481603,0.003310938,-0.243170665
2,2014-2018,Post-heat,5-year,IVEE,7,SESSILE INVERT,1.713797928,1.0074975,2.721295428,0.077634513,-0.026558651,0.051075862,0.314143358,0.04391054,0.358053898,0.273841886,0.631895784
2,2014-2018,Post-heat,5-year,MOHK,8,SESSILE INVERT,1.301553133,1.642885847,2.944438979,0.992489418,0.101870125,1.094359543,-0.018246866,0.25038548,0.232138613,0.019192053,0.251330667
2,2014-2018,Post-heat,5-year,NAPL,9,SESSILE INVERT,2.78192005,0.761933632,3.543853682,0.808552201,0.081520556,0.890072757,0.312196707,0.356611251,0.668807958,0.718975539,1.387783497
2,2014-2018,Post-heat,5-year,SCDI,10,SESSILE INVERT,1.435084525,1.646825445,3.08190997,1.028530815,0.003966668,1.032497483,-0.346634633,0.182824612,-0.16381002,0.002282735,-0.161527285
2,2014-2018,Post-heat,5-year,SCTW,11,SESSILE INVERT,1.341558467,1.740351503,3.08190997,0.890624518,0.076912394,0.967536913,-0.246156927,0.422921072,0.176764146,0.124153738,0.300917884
1,2009-2013,Ante-heat,5-year,ABUR,1,FISH,0.223143551,1.928618652,2.151762203,0.737882275,0.420888693,1.158770968,-0.609407376,0.76982728,0.160419904,0.222199313,0.382619217
1,2009-2013,Ante-heat,5-year,AHND,2,FISH,0.573800423,1.94389605,2.517696473,0.939573235,0.467699924,1.40727316,-0.212081689,0.281970407,0.069888718,0.012054249,0.081942966
1,2009-2013,Ante-heat,5-year,AQUE,3,FISH,1.875640953,1.251119583,3.126760536,0.888570701,0.570680427,1.459251128,-0.583188438,0.500629598,-0.08255884,0.457204593,0.374645753
1,2009-2013,Ante-heat,5-year,BULL,4,FISH,0.117783036,1.85629799,1.974081026,0.462974008,0.193014336,0.655988344,-0.778260293,0.243411681,-0.534848612,0.237732223,-0.297116389
1,2009-2013,Ante-heat,5-year,CARP,5,FISH,1.589235205,1.267235001,2.856470206,0.534184843,1.036921428,1.571106271,-0.491871196,0.384514881,-0.107356315,0.56406719,0.456710875
1,2009-2013,Ante-heat,5-year,GOLB,6,FISH,0.281412459,1.798029082,2.079441542,0.683216643,0.014124004,0.697340648,-0.73965615,0.40861605,-0.3310401,0.006866168,-0.324173931
1,2009-2013,Ante-heat,5-year,IVEE,7,FISH,1.208960346,1.430096984,2.63905733,0.605026812,0.111332332,0.716359145,-0.672060674,0.154533658,-0.517527016,0.201645927,-0.315881089
1,2009-2013,Ante-heat,5-year,MOHK,8,FISH,0.885831524,1.795190004,2.681021529,1.076769755,0.377391781,1.454161535,-0.287224979,0.529873498,0.242648519,0.25268285,0.49533137
1,2009-2013,Ante-heat,5-year,NAPL,9,FISH,2.351375257,0.875468737,3.226843995,1.181792975,0.808274059,1.990067034,-0.231933267,0.758935589,0.527002322,0.805459889,1.332462212
1,2009-2013,Ante-heat,5-year,SCDI,10,FISH,1.301553133,1.663719933,2.965273066,1.298844991,0.083251039,1.382096029,-0.246545716,0.663009044,0.416463328,0.085276956,0.501740284
1,2009-2013,Ante-heat,5-year,SCTW,11,FISH,1.367366351,1.68663483,3.054001182,1.238665034,0.084715624,1.323380658,-0.119181708,0.847118544,0.727936836,0.215682063,0.943618899
2,2014-2018,Post-heat,5-year,ABUR,1,FISH,0.117783036,1.799139577,1.916922612,0.692448313,0.213493696,0.905942009,-0.178888311,0.578524127,0.399635816,0.172465626,0.572101442
2,2014-2018,Post-heat,5-year,AHND,2,FISH,0,1.945910149,1.945910149,0.566380522,0.439682083,1.006062605,-0.575730957,0.336191824,-0.239539133,0.406995167,0.167456034
2,2014-2018,Post-heat,5-year,AQUE,3,FISH,1.404870747,1.303179454,2.708050201,0.81859664,0.815423885,1.634020525,-0.490270366,0.344519601,-0.145750765,0.535638658,0.389887894
2,2014-2018,Post-heat,5-year,BULL,4,FISH,0.454255272,1.625186269,2.079441542,0.715277347,0.378099224,1.093376571,-0.594777458,0.496592591,-0.098184866,0.603779817,0.505594951
2,2014-2018,Post-heat,5-year,CARP,5,FISH,1.328400383,1.18929609,2.517696473,0.483424577,0.651018366,1.134442943,-0.503830603,0.275765913,-0.22806469,0.476395977,0.248331287
2,2014-2018,Post-heat,5-year,GOLB,6,FISH,-0.192371893,1.718428196,1.526056303,0.426759295,-0.019213253,0.407546042,-0.403715564,0.425587719,0.021872155,0.002863076,0.024735231
2,2014-2018,Post-heat,5-year,IVEE,7,FISH,0.945849534,1.58784728,2.533696814,0.318254873,0.229214808,0.547469682,-0.592175201,0.150172917,-0.442002284,0.549503435,0.107501151
2,2014-2018,Post-heat,5-year,MOHK,8,FISH,0.54522705,1.796578756,2.341805806,0.844024369,0.251898445,1.095922814,-0.369317769,0.57372477,0.204407,0.155625795,0.360032795
2,2014-2018,Post-heat,5-year,NAPL,9,FISH,2.151762203,0.93928025,3.091042453,1.022164214,0.4032958,1.425460014,-0.347257326,0.701959632,0.354702306,0.70137382,1.056076126
2,2014-2018,Post-heat,5-year,SCDI,10,FISH,1.147402453,1.586965057,2.734367509,0.999754717,-0.214463339,0.785291377,-0.640237028,0.203589283,-0.436647745,0.232036677,-0.204611069
2,2014-2018,Post-heat,5-year,SCTW,11,FISH,1.193922468,1.639290876,2.833213344,1.41161817,0.278902708,1.690520878,-0.192097565,0.840377836,0.648280271,0.017898012,0.666178283
1,2009-2013,Ante-heat,5-year,ABUR,1,MOBILE INVERT,-0.430782916,1.912387457,1.481604541,0.406458973,0.177397216,0.583856189,-0.579036248,0.523045553,-0.055990695,0.140317693,0.084326998
1,2009-2013,Ante-heat,5-year,AHND,2,MOBILE INVERT,0.336472237,2.043073898,2.379546134,0.403418644,0.478957637,0.882376281,-0.00482629,0.348377398,0.343551108,0.02054496,0.364096068
1,2009-2013,Ante-heat,5-year,AQUE,3,MOBILE INVERT,2.151762203,0.803148076,2.954910279,0.871779378,0.064398234,0.936177613,0.049992742,0.472104321,0.522097063,0.916080281,1.438177344
1,2009-2013,Ante-heat,5-year,BULL,4,MOBILE INVERT,0.854415328,1.342809249,2.197224577,0.834253385,0.347027805,1.18128119,-0.025461869,0.406943819,0.38148195,0.171816408,0.553298358
1,2009-2013,Ante-heat,5-year,CARP,5,MOBILE INVERT,2.277267285,0.677642994,2.954910279,0.640690597,0.07676415,0.717454747,0.527856821,0.527637012,1.055493833,1.142666819,2.198160651
1,2009-2013,Ante-heat,5-year,GOLB,6,MOBILE INVERT,0.693147181,1.686398954,2.379546134,0.928401217,0.220938891,1.149340108,-0.226050485,0.673712772,0.447662287,0.676995209,1.124657496
1,2009-2013,Ante-heat,5-year,IVEE,7,MOBILE INVERT,1.568615918,1.056052674,2.624668592,0.843608056,0.405584319,1.249192375,-0.176183964,0.368209976,0.192026012,0.452823041,0.644849053
1,2009-2013,Ante-heat,5-year,MOHK,8,MOBILE INVERT,0.843720039,1.607285059,2.451005098,0.622446372,0.207677655,0.830124027,1.183903691,0.498882279,1.68278597,0.387663579,2.070449549
1,2009-2013,Ante-heat,5-year,NAPL,9,MOBILE INVERT,2.388762789,0.606969484,2.995732274,1.011194623,0.128239999,1.139434623,0.319305347,0.631957328,0.951262675,1.149323686,2.100586362
1,2009-2013,Ante-heat,5-year,SCDI,10,MOBILE INVERT,0.753771802,1.625774332,2.379546134,0.791493282,0.010834647,0.802327929,0.158493496,0.201268722,0.359762218,0.039203582,0.3989658
1,2009-2013,Ante-heat,5-year,SCTW,11,MOBILE INVERT,0.777028665,1.620866608,2.397895273,1.041926089,0.052061403,1.093987492,0.343311465,0.247763893,0.591075359,0.319374564,0.910449923
2,2014-2018,Post-heat,5-year,ABUR,1,MOBILE INVERT,-0.553385238,1.939679599,1.386294361,0.223925509,0.555381707,0.779307216,-0.587052055,0.662287297,0.075235242,0.1713667,0.246601942
2,2014-2018,Post-heat,5-year,AHND,2,MOBILE INVERT,-0.393042588,2.041701214,1.648658626,0.408714511,0.283294468,0.692008979,-0.57761626,0.519108765,-0.058507496,0.1925,0.133992504
2,2014-2018,Post-heat,5-year,AQUE,3,MOBILE INVERT,1.774952351,1.034450344,2.809402695,0.880539976,0.266504124,1.1470441,-0.070663983,0.529753322,0.459089339,0.152438547,0.611527886
2,2014-2018,Post-heat,5-year,BULL,4,MOBILE INVERT,0.654925968,1.606837131,2.261763098,0.604135267,0.157542809,0.761678075,-0.281853701,0.320967582,0.03911388,0.049358257,0.088472138
2,2014-2018,Post-heat,5-year,CARP,5,MOBILE INVERT,2.211017899,0.645452307,2.856470206,0.701530593,0.224708058,0.926238651,0.037563347,0.543491292,0.58105464,0.329686479,0.910741119
2,2014-2018,Post-heat,5-year,GOLB,6,MOBILE INVERT,0,1.791759469,1.791759469,0.38677876,0.319021112,0.705799873,-0.426513695,0.493628904,0.067115209,0.053355178,0.120470387
2,2014-2018,Post-heat,5-year,IVEE,7,MOBILE INVERT,1.515127233,0.986308719,2.501435952,0.642539861,0.494929556,1.137469418,-0.179774616,0.381276565,0.201501949,0.861279522,1.062781471
2,2014-2018,Post-heat,5-year,MOHK,8,MOBILE INVERT,0.615185639,1.62552405,2.240709689,0.755507302,0.124259265,0.879766567,-0.021956873,0.296583127,0.274626254,0.03997684,0.314603094
2,2014-2018,Post-heat,5-year,NAPL,9,MOBILE INVERT,2.157559321,0.710339581,2.867898902,0.911565348,0.001694267,0.913259614,-0.148312687,0.473947559,0.325634872,0.323057595,0.648692468
2,2014-2018,Post-heat,5-year,SCDI,10,MOBILE INVERT,0.741937345,1.618916656,2.360854001,0.8482895,-0.008646739,0.839642761,-0.221634549,0.378026964,0.156392415,0.386207605,0.54260002
2,2014-2018,Post-heat,5-year,SCTW,11,MOBILE INVERT,0.799756916,1.685149734,2.48490665,0.850928632,0.058676323,0.909604955,-0.089454096,0.453391741,0.363937645,0.057546861,0.421484506
1,2009-2013,Ante-heat,5-year,ABUR,1,UNDERSTORY ALGAE,1.115141591,1.775230167,2.890371758,0.890830737,0.318484879,1.209315616,0.139760049,0.644774835,0.784534883,0.087645484,0.872180368
1,2009-2013,Ante-heat,5-year,AHND,2,UNDERSTORY ALGAE,0.693147181,1.960094784,2.653241965,0.841347539,0.778858064,1.620205603,-0.087217675,0.438707689,0.351490014,0.03713388,0.388623894
1,2009-2013,Ante-heat,5-year,AQUE,3,UNDERSTORY ALGAE,1.898369204,1.165021718,3.063390922,0.8289487,0.237580744,1.066529444,-0.190574985,0.694154805,0.50357982,0.28360738,0.7871872
1,2009-2013,Ante-heat,5-year,BULL,4,UNDERSTORY ALGAE,1.563393974,1.391516305,2.954910279,0.884788146,0.141512674,1.02630082,0.501353524,0.555749329,1.057102854,1.304115686,2.36121854
1,2009-2013,Ante-heat,5-year,CARP,5,UNDERSTORY ALGAE,1.913239367,1.305636458,3.218875825,0.883953228,1.16313716,2.047090388,0.002866228,0.487794387,0.490660616,0.574455,1.065115616
1,2009-2013,Ante-heat,5-year,GOLB,6,UNDERSTORY ALGAE,1.011600912,1.683026269,2.694627181,1.392037329,0.125093705,1.517131034,-0.074956122,0.66667002,0.591713899,0.170382657,0.762096555
1,2009-2013,Ante-heat,5-year,IVEE,7,UNDERSTORY ALGAE,1.498506352,1.346403032,2.844909384,0.843789938,0.10233286,0.946122799,-0.404312595,0.340225146,-0.064087449,0.721427065,0.657339616
1,2009-2013,Ante-heat,5-year,MOHK,8,UNDERSTORY ALGAE,0.628608659,1.713197147,2.341805806,0.955745083,0.257762559,1.213507642,-0.187298944,0.413226803,0.225927859,0.020115435,0.246043294
1,2009-2013,Ante-heat,5-year,NAPL,9,UNDERSTORY ALGAE,2.400165421,0.735328795,3.135494216,1.069277609,0.1361039,1.205381509,0.066031496,0.752994984,0.819026479,1.042915116,1.861941596
1,2009-2013,Ante-heat,5-year,SCDI,10,UNDERSTORY ALGAE,0.741937345,1.580450376,2.32238772,0.485435008,-0.017736903,0.467698104,0.996548026,0.350286975,1.346835001,0.124568063,1.471403064
1,2009-2013,Ante-heat,5-year,SCTW,11,UNDERSTORY ALGAE,0.843720039,1.823508168,2.667228207,1.00024174,0.145306281,1.145548021,0.436687302,0.894842438,1.33152974,0.070799173,1.402328913
2,2014-2018,Post-heat,5-year,ABUR,1,UNDERSTORY ALGAE,1.201469674,1.852531508,3.054001182,1.131817286,0.131111281,1.262928567,0.118777554,0.593410695,0.712188249,0.337271536,1.049459785
2,2014-2018,Post-heat,5-year,AHND,2,UNDERSTORY ALGAE,-0.223143551,1.981001469,1.757857918,0.509078361,0.220564858,0.729643219,-0.508943211,0.283524673,-0.225418538,0.012922872,-0.212495666
2,2014-2018,Post-heat,5-year,AQUE,3,UNDERSTORY ALGAE,1.779180687,1.216551587,2.995732274,0.887165715,0.398474078,1.285639793,-0.371781521,0.445108497,0.073326976,0.556983292,0.630310267
2,2014-2018,Post-heat,5-year,BULL,4,UNDERSTORY ALGAE,1.709283247,1.33523919,3.044522438,1.504370622,0.283253365,1.787623987,-0.166317454,0.769155839,0.602838386,0.03394149,0.636779876
2,2014-2018,Post-heat,5-year,CARP,5,UNDERSTORY ALGAE,1.887069649,1.157452789,3.044522438,0.943306398,0.942869422,1.886175819,0.052270666,0.552164686,0.604435352,0.526930825,1.131366177
2,2014-2018,Post-heat,5-year,GOLB,6,UNDERSTORY ALGAE,1.139434283,1.645576959,2.785011242,1.234393736,0.045834623,1.280228359,0.021165523,0.733792677,0.7549582,0.153126177,0.908084378
2,2014-2018,Post-heat,5-year,IVEE,7,UNDERSTORY ALGAE,2.154664963,1.023388867,3.17805383,1.106606751,0.583051426,1.689658176,-0.210227117,0.62110612,0.410879004,0.212904268,0.623783271
2,2014-2018,Post-heat,5-year,MOHK,8,UNDERSTORY ALGAE,0.78845736,1.745239454,2.533696814,1.094047629,0.099572579,1.193620208,-0.223744871,0.261489459,0.037744588,0.011452591,0.049197179
2,2014-2018,Post-heat,5-year,NAPL,9,UNDERSTORY ALGAE,2.300081963,0.763308959,3.063390922,1.284160937,0.464069221,1.748230158,-0.001678684,0.582807344,0.58112866,0.109593088,0.690721748
2,2014-2018,Post-heat,5-year,SCDI,10,UNDERSTORY ALGAE,0.587786665,1.609437912,2.197224577,0.699787621,-0.020955529,0.678832092,0.203357444,0.113114472,0.316471917,0.010635285,0.327107202
2,2014-2018,Post-heat,5-year,SCTW,11,UNDERSTORY ALGAE,0.864997437,1.730257269,2.595254707,1.568152163,0.245495309,1.813647472,-0.182736171,0.75017837,0.567442199,0.11259551,0.680037709
1,2008-2013,Ante-heat,6-year,ABUR,1,SESSILE INVERT,0.072320662,1.844601951,1.916922612,0.573257593,0.614692204,1.187949797,-0.128080931,0.350085415,0.222004484,0.25711975,0.479124233
1,2008-2013,Ante-heat,6-year,AHND,2,SESSILE INVERT,0.072320662,1.955827586,2.028148247,0.34779282,0.594950864,0.942743684,-0.270695418,0.279139472,0.008444054,0.01492465,0.023368704
1,2008-2013,Ante-heat,6-year,AQUE,3,SESSILE INVERT,2.143003023,1.258194358,3.401197382,0.376850411,-0.174583819,0.202266591,0.603870253,0.116070429,0.719940682,0.305796214,1.025736895
1,2008-2013,Ante-heat,6-year,BULL,4,SESSILE INVERT,1.115141591,1.418555223,2.533696814,0.173622842,-0.007236062,0.16638678,0.500311401,0.021060082,0.521371483,0.069682208,0.591053691
1,2008-2013,Ante-heat,6-year,CARP,5,SESSILE INVERT,2.194442934,1.016400719,3.210843653,0.329021914,0.260992969,0.590014884,0.74970266,0.12542787,0.87513053,0.452314387,1.327444918
1,2008-2013,Ante-heat,6-year,GOLB,6,SESSILE INVERT,0.765467842,1.719438808,2.48490665,0.333011547,0.080752739,0.413764286,-0.127250619,0.035914309,-0.09133631,0.077328263,-0.014008047
1,2008-2013,Ante-heat,6-year,IVEE,7,SESSILE INVERT,1.526056303,1.168570877,2.694627181,0.17976524,0.012374516,0.192139756,0.067864402,0.073020918,0.140885319,0.627603115,0.768488434
